study_id,phase,sponsor_type,no_of_locations,no_of_conditions,enrollment,allocation,intervention_model,masking,no_of_arms,no_of_drug_interventions,no_of_behavioral_interventions,no_of_procedural_interventions,no_of_biological_interventions,no_of_device_interventions,no_of_dietary_interventions,no_of_other_interventions,adverseEventDataAvailable,no_of_combination_product_interventions,no_of_diagnostic_test_interventions,no_of_genetic_interventions,no_of_radiation_interventions,min_age,max_age,gender,total_dropout_rate,start_date,end_date,no_of_primary_outcomes,no_of_secondary_outcomes,has_result
NCT02049034,PHASE4,OTHER,1.0,1,8.0,RANDOMIZED,CROSSOVER,QUADRUPLE,2.0,0,0,0,0,0,0,2,0,0,0,0,0,40.0,65.0,MALE,-1.0,2013-12-18,2024-04-24,1.0,1.0,False
NCT01499108,PHASE4,OTHER,1.0,1,32.0,,SINGLE_GROUP,NONE,1.0,1,0,0,0,0,0,0,0,0,0,0,0,18.0,,ALL,-1.0,2011-12-12,2015-01-30,1.0,2.0,False
NCT00260156,PHASE3,INDUSTRY,1.0,1,59.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,30.0,,ALL,-1.0,2005-11-29,2020-12-11,1.0,5.0,False
NCT01951235,PHASE2,INDUSTRY,1.0,1,315.0,RANDOMIZED,PARALLEL,QUADRUPLE,5.0,2,0,0,0,0,0,0,0,0,0,0,0,18.0,75.0,ALL,-1.0,2013-09-19,2015-07-24,1.0,1.0,False
NCT02292290,PHASE4,OTHER,2.0,1,99.0,RANDOMIZED,PARALLEL,NONE,4.0,4,0,0,0,0,0,0,0,0,0,0,0,18.0,75.0,ALL,-1.0,2011-01-16,2020-01-29,1.0,1.0,False
NCT00984750,PHASE3,OTHER,5.0,2,229.0,RANDOMIZED,PARALLEL,QUADRUPLE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,40.0,85.0,ALL,-1.0,2009-09-23,2013-02-22,1.0,,False
NCT02686177,PHASE4,OTHER,1.0,1,50.0,RANDOMIZED,PARALLEL,NONE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,18.0,,ALL,-1.0,2016-02-15,2021-06-14,1.0,4.0,False
NCT00618007,PHASE2,INDUSTRY,79.0,1,289.0,RANDOMIZED,PARALLEL,QUADRUPLE,3.0,3,0,0,0,0,0,0,0,0,0,0,0,18.0,80.0,ALL,-1.0,2008-02-05,2011-06-09,1.0,2.0,False
NCT01264497,PHASE2,INDUSTRY,,1,55.0,RANDOMIZED,PARALLEL,DOUBLE,,1,0,0,0,0,0,0,0,0,0,0,0,50.0,,ALL,-1.0,2010-12-17,2010-12-20,1.0,4.0,False
NCT04760626,PHASE3,INDUSTRY,180.0,1,1085.0,RANDOMIZED,PARALLEL,NONE,2.0,4,0,0,0,0,0,0,0,0,0,0,0,,,ALL,-1.0,2021-02-17,2024-08-06,1.0,6.0,False
NCT00099905,PHASE3,INDUSTRY,1.0,1,639.0,RANDOMIZED,PARALLEL,DOUBLE,,1,0,0,0,0,0,0,0,0,0,0,0,18.0,80.0,ALL,-1.0,2004-12-21,2012-05-01,1.0,5.0,False
NCT00111540,PHASE3,INDUSTRY,60.0,1,456.0,,SINGLE_GROUP,NONE,1.0,1,0,0,0,0,0,0,0,0,0,0,0,18.0,70.0,ALL,-1.0,2005-05-23,2015-02-19,4.0,,False
NCT00906919,,OTHER,1.0,1,321.0,RANDOMIZED,PARALLEL,NONE,2.0,0,2,0,0,0,0,0,0,0,0,0,0,19.0,,ALL,-1.0,2009-05-19,2009-05-19,1.0,4.0,False
NCT01153048,PHASE1,OTHER,1.0,1,150.0,RANDOMIZED,PARALLEL,,2.0,0,0,0,0,0,0,1,0,0,0,0,0,30.0,80.0,ALL,-1.0,2010-06-27,2021-01-05,1.0,1.0,False
NCT00315718,PHASE3,INDUSTRY,1.0,1,10.0,NON_RANDOMIZED,SINGLE_GROUP,NONE,,1,0,0,0,0,0,0,0,0,0,0,0,45.0,80.0,ALL,-1.0,2006-04-18,2006-04-18,1.0,8.0,False
NCT00753181,PHASE3,INDUSTRY,2.0,1,60.0,RANDOMIZED,PARALLEL,NONE,3.0,0,0,0,0,0,0,3,0,0,0,0,0,18.0,75.0,ALL,-1.0,2008-09-12,2009-04-24,1.0,1.0,False
NCT00138580,PHASE3,INDUSTRY,1.0,1,345.0,RANDOMIZED,PARALLEL,DOUBLE,,1,0,0,0,0,0,0,0,0,0,0,0,18.0,80.0,ALL,-1.0,2005-08-27,2017-02-28,2.0,5.0,False
NCT02827669,,INDUSTRY,1.0,1,297.0,NON_RANDOMIZED,PARALLEL,NONE,2.0,0,2,0,0,0,0,0,0,0,0,0,0,18.0,75.0,ALL,-1.0,2016-07-05,2019-12-10,1.0,,False
NCT03509324,PHASE4,OTHER,1.0,1,67.0,,SINGLE_GROUP,NONE,1.0,1,0,0,0,0,0,0,0,0,0,0,0,20.0,75.0,ALL,-1.0,2018-04-17,2018-04-17,1.0,,False
NCT01847144,PHASE4,OTHER,1.0,1,143.0,RANDOMIZED,CROSSOVER,NONE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,19.0,79.0,ALL,-1.0,2013-03-13,2018-06-19,1.0,1.0,False
NCT04219215,,OTHER,1.0,1,12.0,RANDOMIZED,CROSSOVER,DOUBLE,2.0,0,0,0,0,2,0,0,0,0,0,0,0,18.0,75.0,MALE,-1.0,2019-09-11,2023-08-11,1.0,,False
NCT04577274,,OTHER,1.0,1,43.0,RANDOMIZED,CROSSOVER,DOUBLE,3.0,0,0,0,0,0,3,0,0,0,0,0,0,18.0,65.0,ALL,-1.0,2020-10-01,2022-04-07,2.0,12.0,False
NCT01040468,PHASE3,OTHER,1.0,1,7.0,NON_RANDOMIZED,PARALLEL,NONE,3.0,0,1,2,0,0,0,0,0,0,0,0,0,18.0,65.0,ALL,-1.0,2009-12-24,2016-08-17,1.0,3.0,False
NCT00380380,PHASE3,INDUSTRY,1.0,1,18.0,RANDOMIZED,CROSSOVER,SINGLE,,1,0,0,0,0,0,0,0,0,0,0,0,30.0,65.0,ALL,-1.0,2006-09-22,2017-02-20,1.0,6.0,False
NCT01541956,PHASE4,INDUSTRY,1.0,1,3091.0,RANDOMIZED,PARALLEL,NONE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,18.0,,ALL,-1.0,2012-02-24,2016-11-16,1.0,6.0,False
NCT01044017,PHASE1,INDUSTRY,1.0,1,22.0,RANDOMIZED,CROSSOVER,DOUBLE,3.0,2,0,0,0,0,0,0,0,0,0,0,0,18.0,75.0,ALL,-1.0,2009-11-17,2016-11-01,1.0,4.0,False
NCT01154348,PHASE1,INDUSTRY,1.0,1,34.0,RANDOMIZED,PARALLEL,DOUBLE,4.0,4,0,0,0,0,0,0,0,0,0,0,0,18.0,65.0,ALL,-1.0,2010-06-25,2018-04-25,2.0,2.0,False
NCT00239187,PHASE1,INDUSTRY,3.0,1,30.0,RANDOMIZED,SINGLE_GROUP,DOUBLE,,1,0,0,0,0,0,0,0,0,0,0,0,30.0,60.0,ALL,-1.0,2005-10-12,2019-10-17,1.0,1.0,False
NCT02887898,,OTHER,1.0,1,80.0,RANDOMIZED,PARALLEL,NONE,2.0,0,0,0,0,1,0,1,0,0,0,0,0,18.0,,ALL,-1.0,2016-08-15,2020-01-21,1.0,5.0,False
NCT03452085,,INDUSTRY,1.0,2,21.0,RANDOMIZED,CROSSOVER,NONE,2.0,0,0,0,0,1,0,1,0,0,0,0,0,30.0,75.0,ALL,-1.0,2018-02-03,2018-02-28,1.0,3.0,False
NCT05409924,PHASE1,INDUSTRY,1.0,1,71.0,RANDOMIZED,SEQUENTIAL,TRIPLE,3.0,3,0,0,0,0,0,0,0,0,0,0,0,18.0,55.0,MALE,-1.0,2022-05-13,2023-12-15,2.0,6.0,False
NCT01417845,,OTHER,1.0,1,21.0,RANDOMIZED,PARALLEL,SINGLE,2.0,0,2,0,0,0,0,0,0,0,0,0,0,18.0,69.0,ALL,-1.0,2011-08-11,2014-01-31,3.0,,False
NCT03223129,,OTHER,1.0,1,23.0,NON_RANDOMIZED,PARALLEL,NONE,3.0,0,0,0,0,0,0,2,0,0,0,0,0,20.0,65.0,ALL,-1.0,2017-06-12,2019-07-25,1.0,1.0,False
NCT01386671,PHASE3,INDUSTRY,4.0,1,203.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,18.0,70.0,ALL,-1.0,2011-06-29,2018-01-26,1.0,12.0,False
NCT00138606,PHASE3,INDUSTRY,2.0,1,179.0,RANDOMIZED,PARALLEL,DOUBLE,,1,0,0,0,0,0,0,0,0,0,0,0,18.0,80.0,ALL,-1.0,2005-08-27,2016-11-16,2.0,5.0,False
NCT00138554,PHASE3,INDUSTRY,1.0,1,318.0,RANDOMIZED,PARALLEL,QUADRUPLE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,18.0,80.0,ALL,-1.0,2005-08-27,2017-02-21,2.0,5.0,False
NCT00138541,PHASE3,INDUSTRY,1.0,1,440.0,RANDOMIZED,PARALLEL,DOUBLE,,1,0,0,0,0,0,0,0,0,0,0,0,18.0,80.0,ALL,-1.0,2005-08-27,2017-02-28,2.0,5.0,False
NCT00138515,PHASE3,INDUSTRY,1.0,1,418.0,RANDOMIZED,PARALLEL,DOUBLE,,1,0,0,0,0,0,0,0,0,0,0,0,18.0,78.0,ALL,-1.0,2005-08-27,2017-02-28,2.0,5.0,False
NCT00106808,PHASE3,INDUSTRY,197.0,1,1440.0,RANDOMIZED,PARALLEL,DOUBLE,,2,0,0,0,0,0,0,0,0,0,0,0,18.0,70.0,ALL,-1.0,2005-03-31,2010-09-10,1.0,3.0,False
NCT00783744,PHASE3,INDUSTRY,10.0,1,375.0,RANDOMIZED,PARALLEL,NONE,2.0,4,0,0,0,0,0,0,0,0,0,0,0,35.0,75.0,ALL,-1.0,2008-10-31,2009-09-25,1.0,6.0,False
NCT04891887,,OTHER,1.0,1,163.0,,SINGLE_GROUP,NONE,1.0,0,1,0,0,0,0,0,0,0,0,0,0,40.0,65.0,ALL,-1.0,2021-04-25,2021-05-15,4.0,16.0,False
NCT05132335,,OTHER_GOV,2.0,1,19.0,,SINGLE_GROUP,NONE,1.0,0,0,0,0,0,0,1,0,0,0,0,0,50.0,70.0,ALL,-1.0,2021-10-29,2023-08-09,1.0,,False
NCT05256706,,OTHER,5.0,1,143.0,RANDOMIZED,PARALLEL,NONE,2.0,0,0,0,0,0,0,1,0,0,1,0,0,40.0,,ALL,-1.0,2022-01-20,2024-02-27,1.0,13.0,False
NCT04120259,,OTHER,1.0,1,126.0,RANDOMIZED,PARALLEL,NONE,2.0,1,0,0,0,0,1,0,0,0,0,0,0,18.0,65.0,ALL,-1.0,2019-10-07,2019-10-17,3.0,,False
NCT04446026,PHASE4,OTHER,1.0,1,100.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,19.0,80.0,ALL,-1.0,2020-06-22,2021-06-07,1.0,5.0,False
NCT03365180,PHASE2,OTHER,1.0,1,8.0,,SINGLE_GROUP,NONE,1.0,0,0,0,0,1,0,0,0,0,0,0,0,18.0,75.0,ALL,-1.0,2017-09-06,2020-02-10,2.0,11.0,False
NCT01654341,,OTHER,1.0,1,986.0,RANDOMIZED,PARALLEL,NONE,2.0,0,1,0,0,0,0,0,0,0,0,0,0,70.0,,ALL,-1.0,2012-07-27,2019-03-25,1.0,9.0,False
NCT05013229,PHASE3,INDUSTRY,132.0,1,679.0,RANDOMIZED,PARALLEL,NONE,2.0,3,0,0,0,0,0,0,0,0,0,0,0,18.0,,ALL,-1.0,2021-08-13,2024-11-11,1.0,10.0,False
NCT01901861,,OTHER,1.0,1,12.0,NON_RANDOMIZED,FACTORIAL,NONE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,20.0,75.0,MALE,-1.0,2013-07-14,2015-12-14,1.0,,False
NCT03076112,PHASE3,OTHER,1.0,1,170.0,RANDOMIZED,PARALLEL,NONE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,20.0,75.0,ALL,-1.0,2017-03-06,2022-10-01,1.0,10.0,False
NCT02057172,PHASE2,INDUSTRY,1.0,1,254.0,RANDOMIZED,PARALLEL,TRIPLE,7.0,3,0,0,0,0,0,0,0,0,0,0,0,18.0,74.0,ALL,-1.0,2014-01-30,2016-08-08,1.0,6.0,False
NCT02832999,PHASE4,OTHER_GOV,1.0,1,14.0,RANDOMIZED,PARALLEL,SINGLE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,21.0,70.0,ALL,-1.0,2016-07-12,2017-12-21,1.0,3.0,False
NCT01824017,,OTHER,1.0,1,35.0,,SINGLE_GROUP,NONE,1.0,0,0,0,0,0,0,1,0,0,0,0,0,18.0,,ALL,-1.0,2012-12-20,2016-09-07,1.0,1.0,False
NCT00094991,PHASE3,INDUSTRY,2.0,1,42.0,RANDOMIZED,PARALLEL,DOUBLE,,1,0,0,0,0,0,0,0,0,0,0,0,18.0,70.0,ALL,-1.0,2004-10-29,2010-09-10,1.0,,False
NCT04712916,,OTHER,1.0,1,401.0,NON_RANDOMIZED,PARALLEL,SINGLE,2.0,0,1,0,0,0,0,0,0,0,0,0,0,18.0,,ALL,-1.0,2021-01-13,2021-01-17,2.0,,False
NCT05654831,PHASE1,INDUSTRY,1.0,1,69.0,RANDOMIZED,SEQUENTIAL,TRIPLE,4.0,2,0,0,0,0,0,0,0,0,0,0,0,18.0,70.0,ALL,-1.0,2022-12-08,2024-07-15,1.0,22.0,False
NCT01940965,PHASE3,INDUSTRY,27.0,1,294.0,NON_RANDOMIZED,PARALLEL,NONE,4.0,5,0,0,0,0,0,0,0,0,0,0,0,20.0,,ALL,-1.0,2013-09-09,2015-08-03,1.0,3.0,False
NCT05135676,,OTHER,6.0,1,169.0,RANDOMIZED,PARALLEL,SINGLE,2.0,0,0,0,0,2,0,0,0,0,0,0,0,18.0,,ALL,-1.0,2021-10-21,2024-03-21,2.0,2.0,False
NCT05476016,,INDUSTRY,1.0,1,100.0,,SINGLE_GROUP,NONE,1.0,0,0,0,0,1,0,0,0,0,0,0,0,18.0,,ALL,-1.0,2022-07-25,2022-12-15,1.0,5.0,False
NCT02895867,,OTHER,1.0,1,112.0,RANDOMIZED,PARALLEL,NONE,3.0,0,0,0,0,0,0,3,0,0,0,0,0,18.0,75.0,ALL,-1.0,2016-05-04,2019-02-28,1.0,16.0,False
NCT01883258,,OTHER,1.0,1,116.0,RANDOMIZED,PARALLEL,SINGLE,4.0,0,0,0,0,0,0,2,0,0,0,0,0,30.0,79.0,ALL,-1.0,2013-06-13,2019-12-05,1.0,4.0,False
NCT01755468,PHASE3,OTHER,1.0,1,24.0,RANDOMIZED,PARALLEL,NONE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,30.0,80.0,ALL,-1.0,2012-12-19,2018-08-14,1.0,1.0,False
NCT02506296,,OTHER,1.0,1,53.0,,SINGLE_GROUP,NONE,1.0,1,0,0,0,1,0,0,0,0,0,0,0,35.0,,ALL,-1.0,2015-07-09,2016-04-11,2.0,2.0,False
NCT00368134,PHASE3,INDUSTRY,1.0,1,370.0,RANDOMIZED,PARALLEL,DOUBLE,,1,0,0,0,0,0,0,0,0,0,0,0,20.0,,ALL,-1.0,2006-08-23,2007-06-27,1.0,5.0,False
NCT02748239,,OTHER,1.0,1,182.0,RANDOMIZED,PARALLEL,NONE,2.0,0,2,0,0,0,0,0,0,0,0,0,0,18.0,75.0,ALL,-1.0,2016-04-13,2016-08-08,1.0,6.0,False
NCT00138619,PHASE3,INDUSTRY,2.0,1,478.0,RANDOMIZED,PARALLEL,DOUBLE,,1,0,0,0,0,0,0,0,0,0,0,0,18.0,80.0,ALL,-1.0,2005-08-27,2012-05-04,2.0,5.0,False
NCT00138567,PHASE3,INDUSTRY,2.0,1,530.0,RANDOMIZED,PARALLEL,DOUBLE,,1,0,0,0,0,0,0,0,0,0,0,0,18.0,78.0,ALL,-1.0,2005-08-27,2016-11-16,2.0,5.0,False
NCT01043965,PHASE1,OTHER,,1,61.0,NON_RANDOMIZED,SINGLE_GROUP,SINGLE,2.0,1,0,0,0,0,0,0,0,0,0,0,0,30.0,65.0,ALL,-1.0,2010-01-06,2010-01-06,1.0,,False
NCT01529528,PHASE3,INDUSTRY,1.0,1,117.0,RANDOMIZED,PARALLEL,TRIPLE,3.0,3,0,0,0,0,0,0,0,0,0,0,0,19.0,75.0,ALL,-1.0,2012-02-06,2013-01-02,1.0,8.0,False
NCT01511900,PHASE1,INDUSTRY,1.0,1,44.0,RANDOMIZED,PARALLEL,QUADRUPLE,5.0,6,0,0,0,0,0,0,0,0,0,0,0,18.0,65.0,ALL,-1.0,2012-01-08,2012-06-07,1.0,7.0,False
NCT00330330,PHASE2,INDUSTRY,10.0,1,96.0,RANDOMIZED,PARALLEL,DOUBLE,,1,0,0,0,0,0,0,0,0,0,0,0,18.0,65.0,ALL,-1.0,2006-05-24,2008-02-04,3.0,,False
NCT00455598,PHASE2,INDUSTRY,39.0,1,88.0,RANDOMIZED,PARALLEL,TRIPLE,2.0,1,0,0,0,0,0,0,0,0,0,0,0,18.0,70.0,ALL,-1.0,2007-04-02,2009-08-26,8.0,5.0,False
NCT00372463,PHASE2,OTHER,1.0,1,700.0,RANDOMIZED,FACTORIAL,NONE,,0,1,0,0,0,0,0,0,0,0,0,0,18.0,,ALL,-1.0,2006-09-06,2011-07-25,5.0,,False
NCT01290575,PHASE1,INDUSTRY,5.0,1,67.0,RANDOMIZED,PARALLEL,DOUBLE,9.0,9,0,0,0,0,0,0,0,0,0,0,0,18.0,70.0,ALL,-1.0,2011-02-02,2012-03-26,2.0,7.0,False
NCT04025281,,OTHER,1.0,1,20.0,RANDOMIZED,CROSSOVER,TRIPLE,2.0,0,0,0,0,0,0,2,0,0,0,0,0,25.0,75.0,ALL,-1.0,2019-07-17,2020-03-26,1.0,1.0,False
NCT01813708,,OTHER_GOV,1.0,1,200.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,0,2,0,0,0,0,0,0,0,0,0,0,18.0,,ALL,-1.0,2012-06-18,2013-03-20,1.0,4.0,False
NCT00351832,PHASE3,INDUSTRY,1.0,1,236.0,RANDOMIZED,PARALLEL,DOUBLE,,1,0,0,0,0,0,0,0,0,0,0,0,20.0,,ALL,-1.0,2006-07-11,2007-05-07,1.0,5.0,False
NCT00903500,,OTHER,1.0,1,92.0,RANDOMIZED,PARALLEL,NONE,2.0,0,1,0,0,0,0,0,0,0,0,0,0,35.0,75.0,ALL,-1.0,2009-05-15,2021-11-18,4.0,1.0,False
NCT00499148,PHASE2,INDUSTRY,2.0,1,59.0,RANDOMIZED,CROSSOVER,DOUBLE,,0,0,0,0,0,0,1,0,0,0,0,0,18.0,75.0,ALL,-1.0,2007-07-05,2010-07-29,1.0,1.0,False
NCT00138593,PHASE3,INDUSTRY,1.0,1,180.0,NON_RANDOMIZED,SINGLE_GROUP,NONE,,1,0,0,0,0,0,0,0,0,0,0,0,18.0,,ALL,-1.0,2005-08-27,2017-02-28,2.0,5.0,False
NCT01087567,PHASE4,OTHER,1.0,1,23.0,RANDOMIZED,PARALLEL,NONE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,18.0,,ALL,-1.0,2010-03-15,2014-04-16,4.0,1.0,False
NCT03711682,PHASE2,OTHER,1.0,1,30.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,0,0,0,0,0,2,0,0,0,0,0,0,40.0,85.0,ALL,-1.0,2018-10-16,2020-11-05,1.0,5.0,False
NCT00717457,PHASE3,INDUSTRY,216.0,1,1189.0,RANDOMIZED,PARALLEL,NONE,3.0,3,0,0,0,0,0,0,0,0,0,0,0,18.0,75.0,ALL,-1.0,2008-07-16,2016-11-01,1.0,4.0,False
NCT03778580,,OTHER,1.0,1,55.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,1,0,0,0,0,1,0,0,0,0,0,0,65.0,,FEMALE,-1.0,2018-12-12,2022-08-01,1.0,1.0,False
NCT06483243,PHASE1,INDUSTRY,1.0,1,45.0,RANDOMIZED,CROSSOVER,NONE,2.0,1,0,0,0,0,0,0,0,0,0,0,0,19.0,65.0,ALL,-1.0,2024-06-13,2024-07-01,2.0,5.0,False
NCT00517283,PHASE1,INDUSTRY,1.0,1,17.0,RANDOMIZED,CROSSOVER,SINGLE,3.0,3,0,0,0,0,0,0,0,0,0,0,0,25.0,75.0,ALL,-1.0,2007-08-14,2015-02-20,1.0,,False
NCT06192121,,OTHER,1.0,1,80.0,RANDOMIZED,PARALLEL,SINGLE,2.0,0,0,0,0,0,0,1,0,0,0,0,0,18.0,,ALL,-1.0,2023-12-20,2024-07-22,2.0,,False
NCT00191178,PHASE4,INDUSTRY,1.0,1,60.0,RANDOMIZED,CROSSOVER,NONE,,2,0,0,0,0,0,0,0,0,0,0,0,21.0,79.0,ALL,-1.0,2005-09-12,2010-10-12,2.0,4.0,False
NCT01689142,PHASE3,INDUSTRY,31.0,1,240.0,RANDOMIZED,PARALLEL,NONE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,18.0,,ALL,-1.0,2012-09-14,2014-06-04,1.0,8.0,False
NCT02914743,,OTHER,1.0,2,90.0,RANDOMIZED,PARALLEL,NONE,3.0,0,1,1,0,0,0,0,0,0,0,0,0,18.0,,ALL,-1.0,2016-09-20,2019-03-05,1.0,3.0,False
NCT00567905,PHASE2,OTHER,2.0,1,32.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,0,0,0,0,0,1,0,0,0,0,0,0,20.0,65.0,ALL,-1.0,2007-12-04,2009-01-12,1.0,1.0,False
NCT00994266,PHASE3,INDUSTRY,1.0,1,116.0,RANDOMIZED,PARALLEL,TRIPLE,2.0,0,0,0,0,0,2,0,0,0,0,0,0,40.0,65.0,ALL,-1.0,2009-10-13,2011-04-27,2.0,3.0,False
NCT00609102,EARLY_PHASE1,NIH,1.0,1,44.0,RANDOMIZED,SINGLE_GROUP,SINGLE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,18.0,70.0,ALL,-1.0,2008-01-23,2014-12-22,1.0,1.0,False
NCT01018017,PHASE2,INDUSTRY,1.0,1,86.0,RANDOMIZED,PARALLEL,TRIPLE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,18.0,65.0,ALL,-1.0,2009-11-19,2017-04-22,41.0,19.0,False
NCT00575874,PHASE2,INDUSTRY,1.0,1,150.0,RANDOMIZED,PARALLEL,QUADRUPLE,5.0,5,0,0,0,0,0,0,0,0,0,0,0,20.0,75.0,ALL,-1.0,2007-12-14,2009-02-06,1.0,1.0,False
NCT02112721,PHASE4,OTHER,1.0,1,55.0,RANDOMIZED,PARALLEL,QUADRUPLE,2.0,0,0,0,0,0,2,0,0,0,0,0,0,18.0,60.0,ALL,-1.0,2014-04-10,2016-12-06,2.0,8.0,False
NCT01176149,PHASE3,OTHER,1.0,1,62.0,RANDOMIZED,PARALLEL,NONE,2.0,0,1,0,0,0,0,0,0,0,0,0,0,45.0,75.0,ALL,-1.0,2010-08-04,2010-08-05,1.0,3.0,False
NCT02772926,,OTHER,1.0,1,41.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,0,0,0,0,0,2,0,0,0,0,0,0,40.0,59.0,ALL,-1.0,2016-04-26,2017-06-05,1.0,,False
NCT01396564,PHASE1,OTHER_GOV,1.0,1,56.0,RANDOMIZED,PARALLEL,TRIPLE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,8.0,17.0,ALL,-1.0,2011-07-15,2011-07-18,1.0,1.0,False
NCT00976261,PHASE1,INDUSTRY,9.0,1,72.0,RANDOMIZED,PARALLEL,DOUBLE,3.0,2,0,0,0,0,0,1,0,0,0,0,0,30.0,65.0,ALL,-1.0,2009-09-11,2017-06-07,2.0,5.0,False
NCT00324363,PHASE3,INDUSTRY,14.0,1,466.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,21.0,75.0,ALL,-1.0,2006-05-09,2015-02-20,1.0,1.0,False
NCT03675919,,OTHER,1.0,1,1163.0,RANDOMIZED,PARALLEL,SINGLE,2.0,0,0,0,0,3,0,2,0,0,0,0,0,25.0,79.0,ALL,-1.0,2018-09-11,2023-01-19,2.0,14.0,False
NCT05368454,,INDUSTRY,1.0,1,100.0,RANDOMIZED,PARALLEL,SINGLE,2.0,0,2,0,0,0,0,0,0,0,0,0,0,18.0,,ALL,-1.0,2022-05-05,2024-04-08,1.0,4.0,False
NCT00330473,PHASE3,INDUSTRY,60.0,1,1019.0,RANDOMIZED,PARALLEL,NONE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,18.0,,ALL,-1.0,2006-05-24,2019-09-06,2.0,5.0,False
NCT05544435,,OTHER,1.0,1,51.0,,SINGLE_GROUP,NONE,1.0,0,1,0,0,0,0,0,0,0,0,0,0,18.0,,ALL,-1.0,2022-09-01,2022-09-15,1.0,1.0,False
NCT01420692,,OTHER,1.0,1,64.0,RANDOMIZED,PARALLEL,NONE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,20.0,65.0,ALL,-1.0,2010-10-28,2012-08-13,2.0,1.0,False
NCT03529123,PHASE3,INDUSTRY,13.0,1,247.0,RANDOMIZED,PARALLEL,NONE,2.0,4,0,0,0,0,0,0,0,0,0,0,0,18.0,64.0,ALL,-1.0,2018-05-07,2022-04-21,1.0,8.0,False
NCT02094846,,OTHER,1.0,1,88.0,RANDOMIZED,PARALLEL,SINGLE,2.0,0,1,0,0,0,0,0,0,0,0,0,0,30.0,69.0,ALL,-1.0,2014-03-04,2014-03-20,1.0,5.0,False
NCT01601990,PHASE3,INDUSTRY,1.0,1,189.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,18.0,75.0,ALL,-1.0,2012-05-15,2012-05-17,1.0,1.0,False
NCT04032197,PHASE1,INDUSTRY,4.0,1,101.0,RANDOMIZED,PARALLEL,QUADRUPLE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,50.0,,ALL,-1.0,2019-07-22,2024-05-02,1.0,4.0,False
NCT01984489,PHASE2,INDUSTRY,,1,120.0,RANDOMIZED,PARALLEL,QUADRUPLE,3.0,2,0,0,0,0,0,0,0,0,0,0,0,20.0,70.0,ALL,-1.0,2013-11-08,2013-11-18,1.0,4.0,False
NCT02388113,,OTHER,1.0,1,40.0,RANDOMIZED,PARALLEL,SINGLE,2.0,0,2,0,0,0,0,0,0,0,0,0,0,30.0,70.0,ALL,-1.0,2015-03-09,2015-11-05,1.0,,False
NCT01315756,EARLY_PHASE1,OTHER,2.0,1,151.0,RANDOMIZED,PARALLEL,NONE,3.0,0,0,0,0,2,0,0,0,0,0,0,0,18.0,,ALL,-1.0,2011-03-14,2014-12-11,1.0,1.0,False
NCT02311075,,OTHER,1.0,1,48.0,NON_RANDOMIZED,PARALLEL,NONE,3.0,0,0,0,1,0,0,0,0,0,0,0,0,30.0,70.0,ALL,-1.0,2014-11-25,2017-06-13,1.0,3.0,False
NCT05198895,,INDUSTRY,1.0,1,100.0,,SINGLE_GROUP,NONE,1.0,0,0,0,0,1,0,0,0,0,0,0,0,18.0,,ALL,-1.0,2021-12-16,2023-10-19,1.0,5.0,False
NCT01042106,PHASE1,INDUSTRY,1.0,1,40.0,RANDOMIZED,PARALLEL,QUADRUPLE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,18.0,65.0,ALL,-1.0,2009-12-21,2013-09-12,1.0,2.0,False
NCT01969318,PHASE2,INDUSTRY,1.0,1,120.0,RANDOMIZED,PARALLEL,QUADRUPLE,3.0,3,0,0,0,0,0,0,0,0,0,0,0,20.0,70.0,ALL,-1.0,2013-10-17,2013-10-21,1.0,6.0,False
