no_of_locations,no_of_conditions,enrollment,no_of_arms,adverseEventDataAvailable,min_age,max_age,total_dropout_rate,no_of_primary_outcomes,no_of_secondary_outcomes,has_result,phase_MISSING,phase_PHASE1,phase_PHASE2,phase_PHASE3,phase_PHASE4,sponsor_FED,sponsor_INDIV,sponsor_INDUSTRY,sponsor_NIH,sponsor_OTHER,sponsor_OTHER_GOV,allocation_encoded,intervention_model_CROSSOVER,intervention_model_FACTORIAL,intervention_model_PARALLEL,intervention_model_SEQUENTIAL,intervention_model_SINGLE_GROUP,masking_DOUBLE,masking_NONE,masking_QUADRUPLE,masking_TRIPLE,male,female,trail_length,no_of_interventions,no_of_types_of_interventions
87,2,435,2,1,18,69,17,1,6,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1933,2,1
29,2,245,4,1,18,75,11,1,11,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,3278,5,1
31,2,182,3,1,18,75,9,1,11,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,3298,4,1
1,1,112,4,1,18,55,0,3,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1436,5,1
72,2,687,3,1,18,69,11,1,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,2604,3,1
302,2,1663,3,1,18,69,0,1,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,2501,3,1
48,1,333,5,1,21,75,14,1,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3007,5,1
1,2,440,2,1,18,75,11,1,10,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1672,2,1
43,1,389,2,1,18,80,9,1,12,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2154,2,1
1,1,176,2,1,18,80,0,1,4,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,5149,2,1
1,1,31,2,1,18,69,19,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,2042,1,1
11,1,51,2,1,40,80,0,1,10,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1237,2,1
354,2,5813,2,1,30,69,1,1,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1859,3,1
126,2,467,2,1,18,80,0,1,54,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,3446,2,1
1,2,145,2,1,18,80,3,1,11,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,2256,3,1
1,1,100,2,1,30,80,11,2,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1713,1,1
1,1,24,4,1,18,55,0,4,7,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1894,3,1
1,1,28,4,1,18,55,0,2,7,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1894,4,1
1,1,27,4,1,18,55,0,8,4,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1895,4,1
1,1,30,3,1,18,50,0,2,6,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,2036,3,1
71,2,532,2,1,18,69,0,1,11,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1149,3,1
1,1,50,2,1,18,69,0,2,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,994,1,1
1,1,40,7,1,21,65,0,1,6,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1049,2,1
1,1,67,4,1,18,65,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,2624,3,1
1,1,22,1,1,18,45,0,6,4,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1080,2,2
1,1,165,3,1,30,70,8,11,4,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1170,3,1
1,1,24,1,1,18,65,17,3,4,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1114,2,2
1,1,28,2,1,18,65,0,3,2,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1120,2,2
1,2,293,1,1,18,69,3,1,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2865,2,1
1,1,24,4,1,19,45,0,8,9,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,2191,4,1
1,1,24,4,1,19,45,25,10,10,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,2187,3,1
1,1,12,3,1,18,45,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,3261,2,1
1,1,58,2,1,18,55,0,2,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,976,3,1
69,2,296,2,1,18,69,17,2,4,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,3412,3,1
1,1,18,4,1,18,65,0,1,2,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,2996,4,1
82,1,597,2,1,18,69,12,1,11,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1713,3,1
1,2,87,1,1,18,69,7,1,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,6147,1,1
1,2,60,2,1,18,69,13,2,54,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,2646,2,1
1,1,32,2,1,18,65,0,4,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1338,5,2
1,1,25,12,1,18,55,0,2,5,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,2691,2,1
2,1,26,4,1,18,85,4,7,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1402,1,1
41,2,348,2,1,18,69,7,2,5,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1959,1,1
1,1,16,3,1,18,55,0,4,9,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1763,3,1
4,2,117,2,1,18,70,3,1,6,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,886,2,1
112,2,611,2,1,18,69,20,1,6,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,2342,2,2
1,1,17,6,1,18,65,0,2,12,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,3749,3,1
84,1,598,2,1,18,69,7,1,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1091,1,1
233,2,987,5,1,18,84,0,1,31,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,2883,3,1
1,1,1147,2,1,18,69,3,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,4474,3,1
5,3,5,2,1,22,65,80,4,18,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1087,2,2
1,2,200,4,1,10,17,0,7,85,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3935,6,2
20,2,403,2,1,18,69,8,1,16,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,2476,4,1
1,2,18,1,1,18,69,0,6,3,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1040,1,1
1,2,102,2,1,30,70,0,7,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,391,1,1
1,2,32,4,1,18,70,0,6,4,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1211,1,1
1,1,28,3,1,18,65,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,3654,2,1
22,2,344,2,1,18,65,7,1,4,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1674,1,1
1,2,22,1,1,18,65,41,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,3073,1,1
15,2,155,2,1,18,69,12,1,4,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1865,2,1
1,2,35,2,1,18,65,0,1,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,3606,1,1
1,1,39,1,1,18,69,18,3,3,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,2602,1,1
53,2,447,2,1,18,69,14,1,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,3312,2,1
69,2,480,2,1,18,69,10,1,5,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,3535,4,1
1,1,150,2,1,18,69,28,1,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1901,2,1
5,2,62,5,1,18,69,10,1,43,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,4368,4,1
69,2,582,3,1,18,69,8,1,10,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1813,4,1
46,2,424,2,1,18,69,12,1,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,3227,2,1
40,2,40,2,1,18,69,25,1,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1428,4,1
34,2,521,2,1,20,79,8,1,6,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,2434,4,1
1,2,12,1,1,18,55,0,1,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1994,2,1
1,2,100,2,1,35,80,23,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,321,1,1
136,2,1006,2,1,18,69,0,4,5,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,2743,3,1
77,2,415,14,1,18,69,18,1,34,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,4068,13,1
36,2,331,2,1,18,69,0,2,27,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1254,3,1
1,1,59,2,1,30,69,85,1,4,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1662,2,1
31,1,156,2,1,20,74,3,1,4,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,795,4,1
2,2,100,2,1,18,69,3,3,13,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,941,2,2
1,1,13,4,1,18,65,8,2,4,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2119,2,1
63,2,708,3,1,18,69,18,2,13,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,4153,3,1
41,2,335,2,1,18,69,9,1,3,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1204,3,1
1,2,12,4,1,20,65,0,6,4,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,2163,4,3
1,2,419,2,1,21,75,6,1,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1449,1,1
24,1,356,5,1,18,75,17,1,10,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1825,5,1
6,2,118,2,1,14,75,8,1,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,781,3,1
1,2,34,4,1,40,75,18,1,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1779,4,2
1,2,105,2,1,18,69,17,1,15,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1511,1,1
1,2,36,2,1,30,80,6,1,4,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,3406,2,1
1,2,19,2,1,20,69,5,1,15,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1191,2,1
1,2,110,4,1,18,69,22,1,6,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1546,2,1
57,2,171,3,1,18,75,8,1,14,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1273,2,1
1,1,22,2,1,20,75,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,5192,2,1
1,2,235,1,1,18,69,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1183,1,1
18,2,317,1,1,2,80,6,1,4,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1056,1,1
6,2,104,2,1,18,80,5,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1195,3,2
120,2,825,3,1,18,69,5,2,13,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1689,6,1
17,1,107,5,1,30,70,17,37,12,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,889,5,2
1,2,194,5,1,18,65,5,2,24,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3064,7,1
1,1,54,2,1,30,80,26,1,4,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1239,2,1
92,2,166,2,1,18,69,18,1,10,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1462,3,1
2,2,142,7,1,21,70,4,1,5,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2544,3,1
19,1,42,2,1,18,69,12,1,6,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1022,4,1
1,2,99,6,1,18,65,2,2,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,2474,6,2
1,2,11,2,1,18,75,27,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,2353,2,1
17,2,433,2,1,18,75,8,1,14,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,2902,3,1
1,1,16,1,1,21,75,12,4,26,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,649,1,1
2,2,88,2,1,21,65,19,1,3,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,4123,4,3
190,2,1091,5,1,18,80,0,2,12,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3927,7,1
103,2,566,3,1,18,69,14,1,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1173,6,1
1,2,23,4,1,25,65,4,1,4,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1255,4,1
67,2,401,2,1,18,69,20,1,14,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,2362,3,1
1,2,36,2,1,18,69,0,1,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,2312,3,1
1,1,15,1,1,18,75,7,1,4,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,699,1,1
1,2,54,2,1,18,45,26,2,4,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2416,2,1
3,1,48,2,1,18,60,2,1,16,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,616,3,1
1,1,12,2,1,18,65,0,2,2,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,2331,2,1
1,1,69,2,1,18,69,3,1,3,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,3901,2,1
1,1,20,3,1,35,75,0,2,4,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,3773,3,1
1,2,237,2,1,20,75,5,1,3,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,2127,2,1
82,2,303,2,1,18,69,2,1,25,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1445,2,1
1,2,52,4,1,18,65,0,11,4,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,3579,5,1
1,2,164,2,1,8,21,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,697,1,1
20,2,169,3,0,18,80,17,1,17,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,3365,3,1
1,2,33,4,1,18,60,0,1,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1338,4,1
190,2,1413,9,1,18,69,9,1,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1179,14,1
1,1,452,3,1,30,69,0,1,4,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1540,2,1
428,2,9341,2,1,50,69,3,1,5,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3253,2,1
7,2,90,3,1,18,75,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,2401,1,1
10,2,293,2,1,18,80,0,2,5,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,5043,3,1
1,2,26,3,1,30,75,4,47,4,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1262,2,1
1,2,172,2,1,18,69,27,3,17,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1059,2,1
1,1,23,2,1,30,75,4,10,11,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,2170,2,1
4,3,242,3,1,18,75,6,1,11,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,700,4,1
3,2,100,1,1,18,75,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,2792,1,1
6,2,156,1,1,18,69,20,2,3,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1179,1,1
25,2,2423,2,1,30,69,0,1,18,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,3269,2,2
1,1,52,2,1,20,80,6,1,6,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1649,2,1
1,2,36,3,1,50,70,3,5,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,2506,2,1
1,2,12,1,1,18,75,8,1,12,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1496,2,1
1,2,42,2,1,18,69,0,1,4,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,832,2,1
1,2,11,1,1,30,65,18,46,4,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1307,2,1
1,3,57,4,1,18,69,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,4114,1,1
1,2,150,3,1,20,60,0,2,23,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,3815,2,1
1,1,30,3,1,18,50,10,3,4,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,3199,3,1
2,2,19,1,1,18,75,0,1,4,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,413,1,1
1,2,28,3,1,18,69,0,1,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,3684,3,1
4,2,250,4,1,18,70,0,2,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,560,5,1
1,1,60,3,1,18,75,18,1,6,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,2590,2,1
1,2,182,2,1,30,69,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,678,1,1
4,2,173,2,1,18,75,3,1,4,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,457,3,1
33,2,218,2,1,18,69,11,1,12,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,838,2,1
1,1,73,1,1,35,80,14,3,10,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1634,1,1
4,3,90,1,1,18,69,9,1,3,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1383,1,1
1,2,11,2,1,18,75,9,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,2528,1,1
12,1,102,2,1,40,75,6,1,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,4357,4,1
1,3,24,2,1,18,70,0,1,4,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,2479,4,3
1,2,187,1,1,20,75,0,1,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1068,1,1
1,1,20,2,1,19,65,0,1,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,4968,2,2
1,2,762,2,1,17,69,7,1,3,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,2292,2,2
2,1,121,4,1,18,69,6,1,11,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1935,4,1
1,1,6,1,1,18,65,0,1,2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2198,1,1
3,2,45,1,1,18,65,31,4,4,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,2549,1,1
4,2,211,3,1,18,69,5,1,8,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,2473,3,1
1,1,14,2,1,18,65,0,2,4,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,2652,2,1
1,2,29,1,1,18,69,14,1,3,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1014,1,1
1,1,35,4,1,10,17,3,2,4,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3166,2,1
1,1,22,2,1,40,70,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,3933,2,1
65,2,231,3,1,18,85,30,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1037,3,1
1,2,24,9,1,18,69,0,3,10,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1185,2,2
1,2,313,2,1,18,80,17,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,3091,1,1
2,2,20,2,1,18,75,30,1,13,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,2376,4,1
1,2,60,2,1,18,84,7,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,938,1,1
4,2,52,1,1,7,69,3,1,4,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1270,1,1
8,3,208,1,1,18,69,6,2,4,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,2018,1,1
3,2,47,3,1,18,70,15,2,3,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,4959,3,1
6,2,55,1,1,7,99,7,1,4,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1225,1,1
1,2,727,2,1,65,69,1,1,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1442,1,1
1,2,11,1,1,70,69,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,2307,1,1
3,3,36,1,1,18,69,3,2,4,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,2389,1,1
1,2,89,2,1,18,69,8,1,4,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,3119,1,1
6,2,2487,3,1,18,70,31,2,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1768,3,1
1,2,106,3,1,18,80,0,3,9,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,2841,4,2
27,1,196,4,1,18,70,11,2,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,545,4,1
